i,j,dist,eps
1,9,5.123790443943573,5.5332934856414795
1,49,3.9893648634420167,5.5332934856414795
1,54,3.442068935440613,5.5332934856414795
1,82,3.2414196143613587,5.5332934856414795
1,121,5.468374372528626,5.5332934856414795
1,136,5.253721059368683,5.5332934856414795
1,200,4.317472220467163,5.5332934856414795
1,248,2.7961989651189576,5.5332934856414795
1,291,4.646123767899109,5.5332934856414795
1,477,5.134293084101511,5.5332934856414795
1,507,4.761649251984192,5.5332934856414795
1,510,2.6079522977338563,5.5332934856414795
1,578,4.546657801674439,5.5332934856414795
4,49,4.76068914036615,5.5332934856414795
4,54,5.482815505074097,5.5332934856414795
4,248,5.073216141270233,5.5332934856414795
4,510,4.089815856026245,5.5332934856414795
5,101,4.968177528189255,5.5332934856414795
6,82,5.0282673845754395,5.5332934856414795
6,248,5.457235873745514,5.5332934856414795
6,510,5.063836456345154,5.5332934856414795
9,11,5.488244832562042,5.5332934856414795
9,39,4.259775162743164,5.5332934856414795
9,101,3.4325946281419526,5.5332934856414795
9,105,5.525900066898895,5.5332934856414795
9,124,5.00494621794088,5.5332934856414795
9,173,5.230027866618467,5.5332934856414795
9,179,4.953026474522186,5.5332934856414795
9,184,5.36607076327665,5.5332934856414795
9,252,5.112348319099976,5.5332934856414795
9,311,4.022465468453003,5.5332934856414795
9,332,4.989844740437103,5.5332934856414795
9,354,4.163933218525482,5.5332934856414795
9,421,5.455305338905884,5.5332934856414795
9,440,5.435034812496735,5.5332934856414795
9,481,5.377661795424057,5.5332934856414795
9,488,5.493456483887268,5.5332934856414795
9,546,5.298459232853485,5.5332934856414795
11,49,4.481764317558838,5.5332934856414795
11,54,3.92141729693277,5.5332934856414795
11,82,3.440941960619522,5.5332934856414795
11,136,5.077959351310266,5.5332934856414795
11,200,4.559854389237,5.5332934856414795
11,248,3.3680673847661744,5.5332934856414795
11,265,5.491138816879822,5.5332934856414795
11,477,5.233053092913462,5.5332934856414795
11,510,2.982111097382141,5.5332934856414795
11,575,5.368108236299587,5.5332934856414795
11,578,4.932102919624878,5.5332934856414795
12,49,3.43096125225885,5.5332934856414795
12,248,4.8545390377507935,5.5332934856414795
12,510,3.567413033054901,5.5332934856414795
15,39,5.091854454086853,5.5332934856414795
15,210,5.195430518196655,5.5332934856414795
15,311,5.282281578587128,5.5332934856414795
17,49,5.5219078073964845,5.5332934856414795
19,101,5.275322527693344,5.5332934856414795
25,39,5.00806588034494,5.5332934856414795
25,101,5.38802495698793,5.5332934856414795
25,210,5.466276289032532,5.5332934856414795
25,311,5.336387724684311,5.5332934856414795
25,446,5.366548539208008,5.5332934856414795
28,54,5.302575291203095,5.5332934856414795
28,82,2.7079487452970277,5.5332934856414795
28,136,5.3121725628839265,5.5332934856414795
28,200,5.283173860119415,5.5332934856414795
28,248,3.425744594143463,5.5332934856414795
28,477,5.142655198530985,5.5332934856414795
28,510,3.692996622131897,5.5332934856414795
28,575,5.298407838748528,5.5332934856414795
35,39,5.375601411865784,5.5332934856414795
35,101,5.377165512250496,5.5332934856414795
35,311,5.431360215948654,5.5332934856414795
39,45,5.262042761848999,5.5332934856414795
39,49,1.19320547680719,5.5332934856414795
39,54,2.1286877999768983,5.5332934856414795
39,81,4.2926775227056275,5.5332934856414795
39,82,1.3470551083551179,5.5332934856414795
39,106,4.8600730905996095,5.5332934856414795
39,121,4.620799423264099,5.5332934856414795
39,136,3.3282054733240436,5.5332934856414795
39,143,3.4670884619222413,5.5332934856414795
39,160,5.025409043835236,5.5332934856414795
39,167,5.216302872704102,5.5332934856414795
39,183,5.029458553598953,5.5332934856414795
39,200,1.9203647385106812,5.5332934856414795
39,248,0.8802847872243653,5.5332934856414795
39,265,4.443738878773285,5.5332934856414795
39,266,3.9570802460180055,5.5332934856414795
39,291,2.598416806267334,5.5332934856414795
39,300,5.28822922806604,5.5332934856414795
39,309,5.131836623953415,5.5332934856414795
39,330,5.06900680165155,5.5332934856414795
39,356,4.531457961605621,5.5332934856414795
39,426,4.380652667091919,5.5332934856414795
39,428,4.3004934797750245,5.5332934856414795
39,434,4.41999876599176,5.5332934856414795
39,435,3.121164680527283,5.5332934856414795
39,453,5.368776322411133,5.5332934856414795
39,457,5.3428955088125,5.5332934856414795
39,477,3.385651593165232,5.5332934856414795
39,478,5.005956054733826,5.5332934856414795
39,489,5.2278791676030885,5.5332934856414795
39,507,3.2404977093206178,5.5332934856414795
39,510,1.000000082740371e-09,5.5332934856414795
39,540,5.19019079308374,5.5332934856414795
39,548,5.172308684395386,5.5332934856414795
39,566,5.1121413717733155,5.5332934856414795
39,575,3.412406549857689,5.5332934856414795
39,578,3.58319628338678,5.5332934856414795
39,582,5.227621675537659,5.5332934856414795
39,585,5.106522799538208,5.5332934856414795
39,588,5.1657050261960755,5.5332934856414795
39,600,4.84980034928186,5.5332934856414795
43,49,4.9544618139730225,5.5332934856414795
43,510,5.084139884518219,5.5332934856414795
45,101,4.699071795748306,5.5332934856414795
49,62,3.7194489250646363,5.5332934856414795
49,65,2.3040223131643067,5.5332934856414795
49,66,5.504924059914185,5.5332934856414795
49,97,4.829712272690369,5.5332934856414795
49,101,1.496608079479767,5.5332934856414795
49,105,5.38745653729303,5.5332934856414795
